Proposal_Number,Grant_Number,Field_of_Science,Field_of_Science_Division,Field_of_Science_Directorate,Project_Type,Transaction_Type,Start_Date,End_Date
MCB090153,MCB090153T,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,6/26/2009,6/26/2010
MCB090153,MCB090153,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,6/26/2009,6/26/2010
DMS090043,DMS090043,Computational Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,Startup,new,7/28/2009,7/28/2010
DMR090129,DMR090129,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,7/31/2009,7/31/2010
CTS090106,CTS090106,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,8/13/2009,8/13/2010
MCB090186,MCB090186,Biophysics,Molecular Biosciences,Biological Sciences,Startup,new,8/26/2009,8/26/2010
MCB090191,MCB090191,Biophysics,Molecular Biosciences,Biological Sciences,Startup,new,8/26/2009,8/26/2010
MCB090002,MCB090041,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,10/16/2009,10/16/2010
ECS100002,ECS100002,Solid-State and Microstructures,Electrical and Communication Systems,Engineering,Startup,new,10/28/2009,10/28/2010
CHE100009,CHE100009,"Inorganic, Bioinorganic, and Organometallic Chemistry",Chemistry,Mathematical and Physical Sciences,Startup,new,10/29/2009,10/29/2010
CHE100017,CHE100017,"Inorganic, Bioinorganic, and Organometallic Chemistry",Chemistry,Mathematical and Physical Sciences,Startup,new,10/31/2009,10/31/2010
CHE100016,CHE100016,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,11/5/2009,11/5/2010
CTS100011,CTS100011,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,11/13/2009,11/13/2010
EAR100007,EAR100007,Geophysics,Earth Sciences,Geosciences,Startup,new,12/10/2009,12/10/2010
CHE100005,CHE100005,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,TRAC,new,1/1/2010,12/31/2010
CTS080047,CTS090022,"Interfacial, Transport, and Separations Processes","Chemical, Thermal Systems",Engineering,TRAC,renewal,1/1/2010,12/31/2010
EAR100011,EAR100011,Geophysics,Earth Sciences,Geosciences,Startup,new,1/30/2010,1/30/2011
DMR100037,DMR100037,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,2/4/2010,2/4/2011
MCA03S007,MCA03S007,"Quantum Electronics, Waves, and Beams",Electrical and Communication Systems,Engineering,TRAC,renewal,4/1/2010,3/31/2011
DMR080024,DMR080034N,Materials Research,Materials Research,Mathematical and Physical Sciences,TRAC,renewal,4/1/2010,3/31/2011
DEB100002,DEB100002,Systematic and Population Biology,Environmental Biology,Biological Sciences,TRAC,new,4/1/2010,3/31/2011
EAR100020,EAR100020,Geophysics,Earth Sciences,Geosciences,Startup,new,4/21/2010,4/21/2011
MCB090153,MCB090153,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,6/27/2010,6/27/2011
CHE100094,CHE100094,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,6/17/2010,6/17/2011
CTS080034,CTS080041N,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,TRAC,renewal,7/1/2010,6/30/2011
DMS100026,DMS100026,Computational Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,TRAC,new,10/1/2010,9/30/2011
AST080029,AST080025N,Astronomical Sciences,Astronomical Sciences,Mathematical and Physical Sciences,TRAC,renewal,10/1/2010,9/30/2011
MCB110013,MCB110013,Biophysics,Molecular Biosciences,Biological Sciences,Startup,new,10/21/2010,10/21/2011
MCB110013,MCB110013,Biophysics,Molecular Biosciences,Biological Sciences,Startup,new,10/26/2010,10/26/2011
MCB090002,MCB090041,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,10/17/2010,10/17/2011
CTS100011,CTS100011,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,renewal,11/14/2010,11/14/2011
TRA110002,TRA110002,Training,Training,Other,Startup,new,11/17/2010,11/17/2011
MCB110034,MCB110034,Biophysics,Molecular Biosciences,Biological Sciences,Startup,new,12/9/2010,12/9/2011
CHE110030,CHE110030,Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,12/17/2010,12/17/2011
CHE100005,CHE100005,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,TRAC,renewal,1/1/2011,12/31/2011
CHE110015,CHE110015,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,TRAC,new,1/1/2011,12/31/2011
CTS110034,CTS110034,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,new,2/23/2011,2/23/2012
DMR110051,DMR110051,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,3/5/2011,3/5/2012
MCA03S007,MCA03S007,Materials Research,Materials Research,Mathematical and Physical Sciences,TRAC,renewal,4/1/2011,3/31/2012
MCB110056,MCB110056,Molecular Biosciences,Molecular Biosciences,Biological Sciences,TRAC,renewal,4/1/2011,3/31/2012
CTS110027,CTS110027,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,TRAC,new,4/1/2011,3/31/2012
CHE110062,CHE110062,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,4/29/2011,4/29/2012
ECS110011,ECS110011,Solid-State and Microstructures,Electrical and Communication Systems,Engineering,Startup,new,6/9/2011,6/9/2012
CHE110073,CHE110073,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,6/10/2011,6/10/2012
EAR110013,EAR110013,Earth Sciences,Earth Sciences,Geosciences,TRAC,new,7/1/2011,6/30/2012
EAR110016,EAR110016,Seismology,Earth Sciences,Geosciences,TRAC,new,7/1/2011,6/30/2012
DMR110102,DMR110102,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,9/17/2011,9/17/2012
CHE110086,CHE110086,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,new,10/1/2011,9/30/2012
DMR110086,DMR110086,Materials Research,Materials Research,Mathematical and Physical Sciences,XRAC,new,10/1/2011,9/30/2012
CTS110051,CTS110051,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,XRAC,new,10/1/2011,9/30/2012
CTS080034,CTS080041N,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,XRAC,renewal,10/1/2011,9/30/2012
CDA110016,CDA110016,Cross-Disciplinary Activities,Cross-Disciplinary Activities,Computer and Information Science and Engineering,Startup,new,10/7/2011,10/7/2012
CHE120002,CHE120002,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,10/20/2011,10/20/2012
MCB120027,MCB120027,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,12/13/2011,12/13/2012
MCB110034,MCB110034,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,12/10/2011,12/10/2012
CHE120011,CHE120011,Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,12/15/2011,12/15/2012
DMS100026,DMS100026,Computational Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,XRAC,renewal,1/1/2012,12/31/2012
MCB090153,MCB090153,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,1/21/2012,1/21/2013
MCB120065,MCB120065,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,2/17/2012,2/17/2013
CTS120016,CTS120016,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,Startup,new,3/3/2012,3/3/2013
MCA03S007,MCA03S007,Materials Research,Materials Research,Mathematical and Physical Sciences,XRAC,renewal,4/1/2012,3/31/2013
CHE100005,CHE100005,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,renewal,4/1/2012,3/31/2013
MCB110056,MCB110056,Molecular Biosciences,Molecular Biosciences,Biological Sciences,XRAC,renewal,4/1/2012,3/31/2013
CTS110027,CTS110027,"Chemical, Thermal Systems","Chemical, Thermal Systems",Engineering,XRAC,renewal,4/1/2012,3/31/2013
MCB120082,MCB120082,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,3/27/2012,3/27/2013
CTS110034,CTS110034,Chemical and Reaction Processes,"Chemical, Thermal Systems",Engineering,Startup,renewal,4/4/2012,4/4/2013
DMR120049,DMR120049,Condensed Matter Physics,Materials Research,Mathematical and Physical Sciences,Startup,new,5/8/2012,5/8/2013
MCB120120,MCB120120,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,5/9/2012,5/9/2013
CHE120062,CHE120062,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,5/19/2012,5/19/2013
ASC120030,ASC120030,"Visualization, Graphics, and Image Processing",Advanced Scientific Computing,Computer and Information Science and Engineering,Startup,new,6/27/2012,6/26/2013
DMR120057,DMR120057,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,new,6/27/2012,6/26/2013
MCB120184,MCB120184,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,Startup,new,9/1/2012,8/31/2013
IBN120021,IBN120021,Neuroscience Biology,Integrative Biology and Neuroscience,Biological Sciences,XRAC,renewal,10/1/2012,9/30/2013
DMR120064,DMR120064,Materials Research,Materials Research,Mathematical and Physical Sciences,XRAC,new,10/1/2012,9/30/2013
DMR110086,DMR110086,Microelectronic Information Processing Systems,Microelectronic Information Processing Systems,Computer and Information Science and Engineering,XRAC,renewal,10/1/2012,9/30/2013
MCB120152,MCB120152,Biophysics,Molecular Biosciences,Biological Sciences,XRAC,new,10/1/2012,9/30/2013
CCR130001,CCR130001,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Campus Champions,new,10/2/2012,10/1/2013
ASC120048,ASC120048,Algorithm Development,Advanced Scientific Computing,Computer and Information Science and Engineering,Educational,new,10/30/2012,10/29/2013
EAR130003,EAR130003,Earth Sciences,Earth Sciences,Geosciences,XRAC,new,1/1/2013,12/31/2013
ASC130004,ASC130004,Advanced Scientific Computing,Advanced Scientific Computing,Computer and Information Science and Engineering,XRAC,new,1/1/2013,12/31/2013
CTS080034,CTS080041N,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,XRAC,renewal,1/1/2013,12/31/2013
DEB130007,DEB130007,Systematic and Population Biology,Environmental Biology,Biological Sciences,Startup,new,12/19/2012,12/18/2013
IBN130005,IBN130005,Neuroscience Biology,Integrative Biology and Neuroscience,Biological Sciences,Startup,new,12/29/2012,12/28/2013
AST130015,AST130015,Extragalactic Astronomy and Cosmology,Astronomical Sciences,Mathematical and Physical Sciences,Startup,new,1/30/2013,1/29/2014
SES130005,SES130005,Political Science,Social and Economic Science,"Social, Behavioral, and Economic Sciences",Startup,new,1/31/2013,1/30/2014
MCB110034,MCB110034,Biophysics,Molecular Biosciences,Biological Sciences,Startup,renewal,1/31/2013,1/30/2014
SES130009,SES130009,Economics,Social and Economic Science,"Social, Behavioral, and Economic Sciences",Startup,new,2/5/2013,2/4/2014
CTS130024,CTS130024,"Interfacial, Transport, and Separations Processes","Chemical, Thermal Systems",Engineering,Startup,new,3/19/2013,3/18/2014
MCA03S007,MCA03S007,"Quantum Electronics, Waves, and Beams",Electrical and Communication Systems,Engineering,XRAC,renewal,4/1/2013,3/31/2014
EAR130012,EAR130012,Experimental and Theoretical Geochemistry,Earth Sciences,Geosciences,XRAC,new,4/1/2013,3/31/2014
MCB110056,MCB110056,Molecular Biosciences,Molecular Biosciences,Biological Sciences,XRAC,renewal,4/1/2013,3/31/2014
CTS110051,CTS110051,Analytical and Surface Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,renewal,4/1/2013,3/31/2014
ATM130016,ATM130016,Solar Terrestrial Research,Atmospheric Sciences,Geosciences,XRAC,new,4/1/2013,3/31/2014
CTS120016,CTS120016,Advanced Scientific Computing,Advanced Scientific Computing,Computer and Information Science and Engineering,Startup,renewal,4/30/2013,4/29/2014
OCE130021,OCE130021,Physical Oceanography,Ocean Sciences,Geosciences,Startup,new,5/10/2013,5/9/2014
MCB130136,MCB130136,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,6/8/2013,6/7/2014
CTS130034,CTS130034,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,XRAC,new,7/1/2013,6/30/2014
CTS130035,CTS130035,"Interfacial, Transport, and Separations Processes","Chemical, Thermal Systems",Engineering,XRAC,renewal,7/1/2013,6/30/2014
CHE130062,CHE130062,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,new,7/1/2013,6/30/2014
IBN130023,IBN130023,Developmental Biology,Integrative Biology and Neuroscience,Biological Sciences,Startup,new,6/27/2013,6/26/2014
MCB130170,MCB130170,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,7/17/2013,7/16/2014
DMR130112,DMR130112,Solid State Chemistry and Polymers,Materials Research,Mathematical and Physical Sciences,Startup,new,7/23/2013,7/22/2014
IBN130022,IBN130022,Neuroscience Biology,Integrative Biology and Neuroscience,Biological Sciences,Startup,new,7/23/2013,7/22/2014
BCS130008,BCS130008,Earthquake Hazard Mitigation,Biological and Critical Systems,Engineering,Startup,new,7/25/2013,7/24/2014
MCB130221,MCB130221,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,9/19/2013,9/18/2014
DMR110086,DMR110086,"Metals, Ceramics, and Electronic Materials",Materials Research,Mathematical and Physical Sciences,XRAC,renewal,10/1/2013,9/30/2014
MCB130238,MCB130238,Molecular Biosciences,Molecular Biosciences,Biological Sciences,Startup,new,10/12/2013,10/11/2014
OCE140001,OCE140001,Physical Oceanography,Ocean Sciences,Geosciences,Startup,new,10/12/2013,10/11/2014
DMR120049,DMR120049,Materials Research,Materials Research,Mathematical and Physical Sciences,Startup,renewal,11/5/2013,11/4/2014
CHE140018,CHE140018,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,11/16/2013,11/15/2014
MCB140014,MCB140014,Molecular Biosciences,Molecular Biosciences,Biological Sciences,XRAC,renewal,1/1/2014,12/31/2014
IBN120021,IBN120021,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,XRAC,renewal,1/1/2014,12/31/2014
MCB120152,MCB120152,Biophysics,Molecular Biosciences,Biological Sciences,XRAC,renewal,1/1/2014,12/31/2014
CCR140009,CCR140009,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Startup,new,12/27/2013,12/26/2014
MCB140062,MCB140062,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,1/7/2014,1/6/2015
ASC120048,ASC120048,Economics,Social and Economic Science,"Social, Behavioral, and Economic Sciences",Startup,renewal,1/16/2014,1/15/2015
CCR140018,CCR140018,Software Systems,Computer and Computation Research,Computer and Information Science and Engineering,Startup,new,1/23/2014,1/22/2015
DMS140016,DMS140016,Computational Mathematics,Mathematical Sciences,Mathematical and Physical Sciences,Startup,new,2/22/2014,2/21/2015
MCA03S007,MCA03S007,Materials Research,Materials Research,Mathematical and Physical Sciences,XRAC,renewal,4/1/2014,3/31/2015
IBN140007,IBN140007,Neuroscience Biology,Integrative Biology and Neuroscience,Biological Sciences,XRAC,renewal,4/1/2014,3/31/2015
CHE100005,CHE100005,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,XRAC,renewal,4/1/2014,3/31/2015
MCB110056,MCB110056,Biochemistry and Molecular Structure and Function,Molecular Biosciences,Biological Sciences,XRAC,renewal,4/1/2014,3/31/2015
CTS080034,CTS080041N,"Fluid, Particulate, and Hydraulic Systems","Chemical, Thermal Systems",Engineering,XRAC,renewal,4/1/2014,3/31/2015
MCB140115,MCB140115,Genetics and Nucleic Acids,Molecular Biosciences,Biological Sciences,Startup,new,4/10/2014,4/9/2015
SES130005,SES130005,Political Science,Social and Economic Science,"Social, Behavioral, and Economic Sciences",Startup,renewal,5/3/2014,5/2/2015
CHE140085,CHE140085,Physical Chemistry,Chemistry,Mathematical and Physical Sciences,Startup,new,5/28/2014,5/27/2015
MCB140156,MCB140156,Molecular Biosciences,Molecular Biosciences,Biological Sciences,XRAC,new,7/1/2014,6/30/2015
DEB140029,DEB140029,Ecological Studies,Environmental Biology,Biological Sciences,Startup,new,7/19/2014,7/18/2015
CTS140048,CTS140048,"Chemical, Thermal Systems","Chemical, Thermal Systems",Engineering,Startup,new,8/7/2014,8/6/2015
DEB140030,DEB140030,Systematic and Population Biology,Environmental Biology,Biological Sciences,Startup,new,8/16/2014,8/15/2015
CCR130001,CCR130001,Computer and Computation Research,Computer and Computation Research,Computer and Information Science and Engineering,Campus Champions,renewal,10/2/2014,10/1/2015
DMR110086,DMR110086,"Metals, Ceramics, and Electronic Materials",Materials Research,Mathematical and Physical Sciences,Research,renewal,10/1/2014,9/30/2015
